UNITID,Instruction,Research and Public Service,"Academic and Institutional Support, and Student Services",Total Expenses,Year
439190,8666975,0,6729238,19564102,2009
439622,580709,0,0,580709,2009
440217,110991,0,134264,245255,2009
440244,10801781,295870,6315314,24662924,2009
440402,4320471,0,3626335,14646427,2009
440624,3389740,0,4188077,9331164,2009
440730,1976673,0,2047475,4024148,2009
441070,228934,0,506947,772498,2009
441210,134184,0,123853,258037,2009
441414,312155,0,194246,5457306,2009
441593,378179,0,0,378179,2009
441760,11793393,800137,5748426,28294441,2009
441900,9167000,0,8542000,23719000,2009
441937,39282329,1229306,38594798,89051566,2009
442833,25955344,253673,620102,28567654,2009
443368,1162511,63951,862240,4724974,2009
443711,8670473,737800,9604535,25572903,2009
444219,13017170,0,13031452,39384412,2009
444954,6161551,226229,4977632,17042604,2009
445018,4764852,706960,2846891,11285111,2009
445188,21271000,19138000,43698000,145486000,2009
445674,3356326,42312,830375,7565036,2009
446206,73677,0,9386,86052,2009
446349,13940,0,46382,60322,2009
446419,413182,0,130075,543257,2009
446774,3827780,31459,2433678,7799432,2009
446978,0,0,4691482,4691482,2009
447582,5289428,0,4970937,13600385,2009
447689,11879662,18517,16564599,33147845,2009
448248,4371582,0,2880690,8879412,2009
448336,0,0,2486213,2486213,2009
448594,1798678,2677257,18655494,34418179,2009
448637,0,0,6919477,9283365,2009
448840,18133146,1866947,16927902,47092738,2009
449357,555265,0,455499,1010764,2009
449816,1189599,0,828036,3461579,2009
451325,185218,0,64474,249691,2009
451459,545216,0,266413,811629,2009
451583,1887746,0,1281392,3057121,2009
451671,8853149,191331,9810015,21757795,2009
451680,5280217,595180,6890115,14411736,2009
452106,289193,0,359957,765736,2009
455114,1815846,1138,5215771,8298856,2009
455512,8834539,541388,8565884,20962127,2009
100690,3148163,0,5719678,8867841,2009
100937,17654473,0,28556903,60637807,2009
101073,2582532,476705,3133320,8456091,2009
101189,14526032,0,17664306,36005570,2009
101435,6824686,0,9720225,19613024,2009
101453,547217,28713,1967810,2841920,2009
101541,2846080,97136,3572156,7969985,2009
101675,9575964,615379,8777213,24123076,2009
101693,8441260,0,6718135,21068950,2009
101912,11781180,1318229,17902367,38467819,2009
102049,57178281,2612480,43553431,121097466,2009
102058,377840,0,449885,1050299,2009
102234,9633453,800597,18278659,39028934,2009
102261,743138,0,1761997,2942180,2009
102270,4186029,613324,13117642,21257651,2009
102298,2334224,433371,8122615,12134969,2009
102377,33217981,26981140,29110485,115530127,2009
102395,1459094,321412,3172055,5153321,2009
102669,6378275,677712,7446152,17210698,2009
103778,41859626,2420552,21892195,67484478,2009
103787,526904,0,1308190,2497545,2009
104665,341827,0,282179,624006,2009
105589,6576584,0,7659713,15904116,2009
105899,2455936,0,2943163,5831987,2009
106306,1492151,151289,4453067,7575794,2009
106342,6350405,0,8449456,17198309,2009
106546,6255108,0,1873706,8128814,2009
106713,1846797,0,1144258,5345602,2009
106810,333215,0,1211522,1787037,2009
107044,42232360,1617444,30138210,96701838,2009
107080,17460287,1438224,18245839,44122677,2009
107123,603987,0,737719,1341706,2009
107141,11979114,2855905,17484758,37566662,2009
107512,12497311,2126464,12361590,34967832,2009
107558,6186208,0,9019743,17749169,2009
107600,3617106,664560,10732285,16364205,2009
107877,1887906,0,3379955,6494194,2009
108199,6601941,0,1449037,8050978,2009
108269,267721,0,738767,1405749,2009
108852,833908,0,3248857,4974951,2009
108861,798169,0,1164950,2274722,2009
108870,2432394,16114613,11857924,30404931,2009
109086,775573,16220,2969342,20431028,2009
109651,42363000,0,18394000,75732000,2009
109785,78418223,0,88657090,189812179,2009
110051,4777847,830702,2111115,9319171,2009
110060,669665,9872,1097689,2649097,2009
110097,48115007,3690243,41140324,119695887,2009
110307,4369345,154347,2964315,8470737,2009
110316,10001407,887995,8217001,19579985,2009
110361,30063706,0,33577960,75777441,2009
110370,24129000,0,20787000,46484000,2009
110404,191177762,272024000,117751238,2470986000,2009
110413,25450747,3140094,28595784,69471566,2009
110468,30672812,5996420,32424099,73765489,2009
110778,3624071,429811,4205412,8355071,2009
110918,89500,0,437466,526966,2009
111081,28072298,0,20649779,51238581,2009
111391,10388008,0,18699520,29087528,2009
111638,3449044,0,3360609,8843702,2009
111708,1717317,0,316915,2034232,2009
111717,4022269,0,751717,4773986,2009
111726,2473432,0,455692,2929124,2009
111744,1325875,0,246779,1572654,2009
111762,1108743,0,204998,1313741,2009
111771,1573163,0,288597,1861760,2009
111799,1553732,0,287049,1840781,2009
111948,81069509,968796,61766046,155421448,2009
111966,4907135,35844575,24227998,66068685,2009
112075,13298389,0,19261726,39317154,2009
112084,2831129,0,6871852,10061998,2009
112127,1407369,3755,2858603,5007378,2009
112251,31059591,9272716,18126258,62020735,2009
112260,26307000,5874000,32401000,78147000,2009
112312,3614832,942001,3301350,9206098,2009
112394,1754700,0,3471220,5933073,2009
112446,2744138,0,5360725,8146425,2009
112516,948749,0,4428366,5377115,2009
112525,40381881,3388230,31277083,87870473,2009
112570,839086,0,4467204,6110349,2009
113537,334103,0,408348,1139094,2009
113698,20944654,0,20559653,43292430,2009
113704,1099729,15030,1366388,2526147,2009
114549,14235974,672942,8835501,24823009,2009
114585,4595060,0,1646719,6241779,2009
114734,723122,0,1029923,1797212,2009
114813,14784681,90534,17192763,39023112,2009
114840,17827000,2555000,19297000,66141000,2009
114947,16463489,2347900,50091078,69398779,2009
115083,18618798,0,35299430,55713870,2009
115214,908556,45905,6631092,7794338,2009
115409,18915556,3394454,18117316,46874666,2009
115728,6176211,2320912,7925244,18711286,2009
115773,2827600,28075,3989523,7533377,2009
116624,1462379,386752,2952908,5074302,2009
116712,9634475,0,15623030,25257505,2009
116846,6999650,342177,6712399,23725239,2009
117104,1860080,0,3106465,8532855,2009
117140,43589596,0,49666344,115514961,2009
117168,3761344,0,2880222,6665949,2009
117520,4338882,414812,5290637,10873388,2009
117557,681786,0,1440350,2306764,2009
117575,742914,0,1400506,2287590,2009
117627,16730031,20713,21158522,53846605,2009
117636,102056516,45204025,100169268,296167322,2009
117672,7489298,35349,8502364,17513019,2009
117751,11227070,0,13334504,29670836,2009
117946,109108196,5201516,127181648,269980623,2009
118541,6287371,0,9124687,19451942,2009
118693,3840329,0,10892418,19027559,2009
118709,833116,0,2208483,3394131,2009
118888,21334648,2567878,28449558,62265540,2009
119058,11729000,6485000,12803000,31461000,2009
119173,17157983,0,28477970,54179416,2009
119544,5848773,0,6231693,12080466,2009
119605,59024762,3842357,97163620,160030739,2009
120166,2039922,312422,2881718,5234062,2009
120184,7894701,0,13823704,27042563,2009
120254,35810556,7062711,31411599,93515785,2009
120403,16440592,0,16256439,33820705,2009
120537,5278639,0,10120990,19729128,2009
120698,8363950,0,4816660,13180610,2009
120740,1144254,0,1983195,3407241,2009
120768,5628390,7758,7560274,13196422,2009
120795,2408696,641892,3878400,8360317,2009
120838,673625,0,1655536,2329161,2009
120865,14012747,0,15390460,42052950,2009
120883,112881659,42740507,93636553,280185000,2009
120944,3900587,161358,4161397,8822272,2009
121071,1997190,0,4018259,6951330,2009
121150,79245000,16387000,150657000,266029000,2009
121257,21173103,1180436,21025697,43379236,2009
121309,24550955,358373,41712966,75869748,2009
121345,51237000,3258000,50042000,122066000,2009
121628,478802,211255,2158544,3472552,2009
121691,44431848,1462550,47669029,107916085,2009
122117,483136,0,893735,1866212,2009
122287,654162,0,1372010,2153023,2009
122296,22092367,0,13321875,36370713,2009
122436,97596000,5332000,108333000,250522000,2009
122454,5724841,453815,7598106,15843932,2009
122506,9375244,71989,5688076,16733230,2009
122603,2978684,0,4809135,10106575,2009
122612,113857000,3395000,94507000,242267000,2009
122649,823140,160049,2378072,3462049,2009
122728,2466619,0,7983196,14437642,2009
122931,107549000,6949000,116097000,251943000,2009
123095,2333698,76469,6259707,9529421,2009
123165,23935462,7675546,18883626,50494634,2009
123280,135665,0,368428,751898,2009
123448,675856,0,1928856,2748933,2009
123457,6015321,0,9125844,16987764,2009
123493,805065,0,711745,1516810,2009
123554,43162788,0,48563356,103393226,2009
123633,1530263,68247,3017032,6060873,2009
123651,17236229,0,20985545,41849209,2009
123855,2343316,0,3086757,6614701,2009
123916,981978,1672,1311370,2333536,2009
123943,12651856,789088,4664592,22720103,2009
123952,7686865,0,4174120,13677470,2009
123961,1018493000,362433000,409515000,2191669000,2009
123970,13867215,0,18766587,32633802,2009
124283,2794797,772421,5879766,9446984,2009
124292,4447477,0,5004076,15755056,2009
124487,634864,0,298028,1363540,2009
125480,514021,0,3414984,4107395,2009
125718,1145561,0,2470232,5895503,2009
125727,17981917,543114,19823855,49193326,2009
125763,23870705,850783,26298188,61033991,2009
125897,12772964,0,11957544,32529017,2009
126012,3388759,74496,3079349,6800432,2009
126049,4605122,4717253,14423221,23745596,2009
126076,1838606,109910,943182,2891698,2009
126410,796839,212034,1430702,2439575,2009
126669,11405545,0,16719496,32907539,2009
126678,33871956,2663263,38041709,106924643,2009
126979,4146711,0,4662904,9878352,2009
127060,133337562,18597941,111621841,325561654,2009
127273,3594266,0,2940895,7455120,2009
127653,6217310,0,10317099,17637536,2009
127714,2191959,0,3477657,7208079,2009
127918,39368513,0,70080217,116060667,2009
127954,180319,0,256039,436358,2009
128425,1019693,55112,1367407,2442212,2009
128498,9215378,0,11767462,25218146,2009
128586,1127725,0,666076,1796822,2009
128726,760424,0,140521,900945,2009
128744,29905000,0,35409000,73673000,2009
128902,34558000,2576000,42318000,94854000,2009
129154,11176506,0,8900204,20876610,2009
129242,48850000,7844000,72347000,156152000,2009
129428,5822000,11197000,4916000,21935000,2009
129446,616341,0,234866,851207,2009
129491,1326016,804460,2049277,5002129,2009
129525,77639000,5786000,48046000,166059000,2009
129534,952374,0,1536596,2644954,2009
129686,870118,0,2261907,3874140,2009
129774,5087872,0,11123729,21958798,2009
129941,41689448,0,50254511,107799487,2009
130226,75623116,3741850,66061810,189042998,2009
130253,42951848,4311422,51104223,121868961,2009
130314,11921000,6879000,14768000,39473000,2009
130448,2073648,0,2281493,4355141,2009
130590,48352186,3406245,50108917,128259577,2009
130697,81042000,9773000,49993000,187436000,2009
130785,0,0,24158,24158,2009
130794,1106781856,563353189,823339606,2493475000,2009
130837,1206321,0,348683,1555004,2009
130943,307659951,154677311,147002233,702104681,2009
130989,10169371,0,7401424,19136467,2009
131098,9130824,0,11936634,39803753,2009
131113,26332303,0,30425766,61036898,2009
131159,132063000,27415000,143405000,369268000,2009
131283,80035833,21342278,63776531,194316000,2009
131308,9324918,4051440,0,23700219,2009
131405,736266,0,2250711,3344050,2009
131450,50280872,15333487,46619906,134855670,2009
131469,342947517,148153409,318948788,953345881,2009
131496,360057000,194014000,313744000,937521000,2009
131520,223662000,41499000,249667000,1051876000,2009
131830,50644,0,131936,297545,2009
131876,7740721,413391,13706365,25293465,2009
131973,7117163,0,3873097,11838795,2009
132408,2297340,0,2967094,6357092,2009
132471,74520135,0,48793161,139035915,2009
132602,19364294,10336,21409458,63393489,2009
132657,20554824,0,32832380,65270175,2009
132842,3289550,1064431,9110004,13463985,2009
132879,1060052,14252,2309954,4167864,2009
133085,3153893,19116,5328273,11375913,2009
133492,26468798,541231,26095225,63633304,2009
133526,3961411,307134,15609383,22560737,2009
133553,132527000,10849000,96660000,265454000,2009
133711,11399840,0,17301425,45954558,2009
133809,4021562,0,5140417,13626016,2009
133872,14417390,0,7728892,26616116,2009
133881,43463702,12755916,41360620,115339646,2009
133979,8732154,10896747,12618740,37037632,2009
134079,12278900,0,19183944,51165303,2009
134510,1034693,0,680012,2870816,2009
134945,23736847,1544451,29472607,72744904,2009
135063,1022652,0,2993433,6374842,2009
135364,1580412,0,2109163,3870962,2009
135610,1117196,0,2035423,3158151,2009
135726,451784645,357006944,263769221,2141466289,2009
136215,309843096,15172729,177302040,537178746,2009
136330,22326466,0,30177195,62114913,2009
136701,1839503,0,1242089,4267280,2009
136774,14658211,0,21598235,41976540,2009
136950,35569000,1645000,42090000,97082000,2009
137032,36217367,0,56763469,100184169,2009
137272,560842,0,3410431,4640605,2009
137476,18959178,3481709,22664288,50439743,2009
137546,42922551,2215737,40025785,107849442,2009
137564,10594062,0,20792957,45276789,2009
137777,1220000,0,1130000,5220000,2009
137847,35483423,21080,37807989,106034472,2009
137953,649190,0,1017872,2412810,2009
137962,783118,0,1687415,3417603,2009
138275,3876516,0,8569488,14676543,2009
138293,1885185,0,5734747,9151317,2009
138600,13910181,0,21808790,46098489,2009
138761,1428256,1223247,5389558,8954722,2009
138868,2681748,0,3218097,6704369,2009
138947,26012734,12369987,40199367,93025131,2009
139144,24320718,332996,35405565,68051672,2009
139153,809743,0,2661026,4674657,2009
139199,16441714,0,12169225,32004410,2009
139205,4913051,0,8273280,15541069,2009
139348,4016960,0,7585487,15407319,2009
139393,8903429,725433,14182186,31508612,2009
139630,2755936,38033,4854576,9322619,2009
139658,504942000,421774000,304054000,3022079000,2009
139995,452003,0,913311,1379868,2009
140146,1967592,1839481,4306229,8314078,2009
140234,11756112,0,13358930,27813235,2009
140252,11076239,855597,19722033,40547011,2009
140447,76379984,25214825,72112648,195632274,2009
140553,25315139,7361507,32453092,81157848,2009
140562,37368304,33349204,32689078,121341620,2009
140696,6939928,0,10683421,21885334,2009
140720,7350414,0,6589073,16948104,2009
140818,13377489,0,10701007,27110813,2009
140872,9437514,0,18259033,33748801,2009
140951,79822061,0,107325959,215111161,2009
140988,6833494,0,12891943,23001220,2009
141060,25598816,4474217,39740998,84626909,2009
141167,4396664,0,4522026,10232146,2009
141185,4227406,256522,7875045,19331027,2009
141237,1676236,0,4119150,7653547,2009
141325,6284833,388478,7330335,17349611,2009
141361,6128768,0,9289359,18800003,2009
141486,11645599,0,18113548,34584509,2009
141644,29659702,6716310,51351675,95162614,2009
141936,180599,0,332136,512735,2009
142090,970974,0,2051291,4266944,2009
142294,6683507,0,12704484,22511623,2009
142461,14416783,308872,13841941,35728363,2009
142522,87258000,0,47688000,157100000,2009
142832,6756314,0,8280174,15036488,2009
143048,38529375,0,44822669,96537000,2009
143084,24226307,1309256,37129731,75359417,2009
143118,18270697,2119610,25078617,53186062,2009
143233,1563837,0,1184990,2748827,2009
143288,3188725,0,5981770,11870047,2009
143297,1623602,0,2032229,3660588,2009
143303,202297,0,8286,238222,2009
143358,64110558,4740207,35005319,129814212,2009
143659,4693788,0,3708393,10465574,2009
143853,19910548,883100,34085241,70986474,2009
143978,11409070,0,30985402,42404472,2009
144014,2712687,268116,2909068,6311133,2009
144050,867509548,291667574,294308529,2543875025,2009
144281,119615508,13388487,58552944,222875929,2009
144351,24791668,0,16445327,46870000,2009
144740,202855000,18661000,159823000,434340000,2009
144883,2825792,0,8001642,10827434,2009
144962,23960272,65137,35788117,65784020,2009
144971,3618837,0,7729927,14089540,2009
145275,4408361,0,4954829,10833244,2009
145354,625577,0,362501,988078,2009
145372,9378537,0,11461187,23148028,2009
145497,3488802,179953,3038051,7550010,2009
145558,37952652,18642295,30571305,88523233,2009
145619,23544063,1414640,32124245,58239464,2009
145628,7990529,356832,10887206,29227610,2009
145646,30224534,206157,27109378,71865083,2009
145691,7961581,0,13853446,27300199,2009
145725,85786000,56564000,81910000,237858000,2009
145886,110050,7148,658165,775363,2009
146241,23054961,630243,18849922,42535126,2009
146339,10112498,0,8924074,21851818,2009
146427,16040624,0,16969941,40577905,2009
146481,14047554,510903,20969696,43849212,2009
146490,2811130,0,8496324,13411439,2009
146533,1972476,0,1197359,3307905,2009
146612,36521229,0,29734829,80426570,2009
146621,777115,0,1057215,1834330,2009
146667,4143567,0,5724263,13823147,2009
146676,5374119,0,8414726,18728530,2009
146719,138457935,44125045,196007447,421527019,2009
146728,3555839,0,3941560,8933921,2009
146755,2224120,0,977506,3201626,2009
146791,2002377,0,365418,2367795,2009
146816,362505,0,1818792,2181297,2009
146825,3208613,0,5786751,10003159,2009
146977,3450829,0,6697389,10989254,2009
147013,13607918,197703,15103588,31093461,2009
147031,1101064,0,1635507,2817773,2009
147129,1740642,0,1625590,3366232,2009
147244,20748308,0,20543436,50083813,2009
147341,10523896,0,10388376,28567480,2009
147369,18663325,40082949,13243959,95377503,2009
147396,852482,0,870516,1969241,2009
147536,38631179,5347760,40725975,85454207,2009
147590,6625187,795486,8812105,17570762,2009
147660,19956767,0,24116585,53572973,2009
147679,15917688,0,27232981,50926276,2009
147697,912936,0,1593310,4660230,2009
147767,574231000,391481000,503857000,1588143000,2009
147828,20573636,669089,28788032,62328965,2009
148016,10111627,102110,18951338,38253037,2009
148131,6420413,0,12616641,21790766,2009
148335,18330284,0,61702898,87326797,2009
148405,6077555,375404,12849094,20474726,2009
148487,42831450,1921581,53073821,111341345,2009
148496,24222431,142065,20410304,49612977,2009
148511,16513918,98814649,18837297,1294859000,2009
148575,3273802,0,2435958,5709760,2009
148584,18471501,0,18774531,39416180,2009
148593,1697854,0,1105041,2802895,2009
148627,31661666,2407459,31976795,76420932,2009
148724,652125,224693,1447115,2746470,2009
148849,1135003,0,1655499,4134038,2009
148876,3268988,0,6621716,10402114,2009
148885,2552645,0,4600633,14360593,2009
148919,311346,0,66150,435194,2009
148955,609976,0,1735669,2427620,2009
148982,1179299,2007571,1884701,11171084,2009
149019,1585939,0,1819912,6420637,2009
149028,1044132,0,927569,3725237,2009
149329,1443896,0,1234419,3155569,2009
149505,12788378,426945,10261531,29591148,2009
149514,15115893,0,14325750,32892494,2009
149639,2244813,0,2395706,5502070,2009
149763,1726543,0,1892764,3619307,2009
149781,36473027,3486462,47798441,106246757,2009
150048,2022279,0,3934164,6471340,2009
150066,19365000,83000,23226000,50374000,2009
150145,12139983,21972,11150861,30115123,2009
150163,50594000,1635000,45963000,118130000,2009
150172,4235566,0,5895273,13214600,2009
150215,2990102,0,4262643,11289337,2009
150288,3694112,0,7947641,13810957,2009
150400,42210323,0,39498780,94888199,2009
150455,19004797,771365,20068783,47835743,2009
150534,26453155,836810,25612180,65428186,2009
150604,8425730,0,13188103,26038774,2009
150640,233354,0,0,233354,2009
150668,10305982,519536,12568844,30243402,2009
150677,7716948,0,10051243,22480958,2009
150756,13422156,189328,14056143,33252193,2009
150774,3918496,0,4281971,10275097,2009
150941,9488934,0,12393617,24926339,2009
151263,37656550,2392821,33942025,83579965,2009
151290,9710122,0,14286519,27781151,2009
151777,6499666,12168,13181193,25398496,2009
151786,12917884,0,14395611,32514208,2009
151801,53053250,0,52426444,136391938,2009
151810,2946818,0,4495027,8151729,2009
151865,1796370,53787,2376465,4633112,2009
151962,1191936,0,2127320,3319256,2009
152080,289695000,98127000,232011000,773206000,2009
152099,7198988,0,9070167,31157860,2009
152318,33726989,0,25988517,73120584,2009
152336,16315745,0,12816730,31219660,2009
152363,6696888,0,10505619,22845505,2009
152381,7432026,0,7132513,16003109,2009
152390,21189626,0,23807884,56776355,2009
152451,2290420,0,2572755,7556549,2009
152497,2465814,0,989468,3455282,2009
152530,20160553,1107410,21081801,54356078,2009
152567,11195876,0,16855648,33102842,2009
152600,40765112,4604192,41411525,107370978,2009
152673,15942108,7119233,24884215,53574111,2009
152798,2592399,0,1381519,4807983,2009
152822,3160284,0,6645396,11773283,2009
152992,5517456,0,9776044,18910303,2009
153001,16870607,0,17221322,41466284,2009
153108,15735918,1482598,15416115,43191829,2009
153126,7829983,0,7977412,20697169,2009
153144,16012851,286140,11144222,34120635,2009
153162,12396098,81110,13235779,32132910,2009
153241,1314022,0,2792792,5417201,2009
153250,9749317,532256,11024775,26601837,2009
153269,35021287,9581293,39422607,113040885,2009
153278,8897335,0,19318540,35172707,2009
153302,997813,418500,1877808,5108585,2009
153320,2198530,461172,2617472,8481469,2009
153366,14451447,1161911,16303907,37295508,2009
153375,9942419,0,12945998,27262209,2009
153384,35267000,1078000,43324000,94905000,2009
153542,285816,0,28582,314398,2009
153621,5289934,0,7023824,14335554,2009
153825,9886126,621948,19905553,40952503,2009
153834,30689902,1226882,24807450,69780254,2009
153861,5249000,2639000,9747000,26882000,2009
153977,4717402,0,3768666,8486068,2009
154004,8711562,0,12704543,28193691,2009
154013,9194196,0,12274708,24928077,2009
154101,9424364,10703,12364867,26007385,2009
154156,18206175,0,24419611,48998866,2009
154174,28417421,4547905,25618026,64160245,2009
154235,24335871,0,15106880,61194818,2009
154262,2195953,0,1208626,3404579,2009
154350,13700231,0,15082770,35581669,2009
154493,15007778,0,20968374,40020119,2009
154518,3539307,0,7147852,13613796,2009
154527,16846991,436345,21762599,50271814,2009
154536,1770792,0,3083861,6163728,2009
154590,5769086,0,11465020,20629975,2009
154651,583807,0,0,1751422,2009
154688,16941277,0,21523195,42302795,2009
154712,6807536,0,13184863,27362685,2009
154721,4022502,404584,6168141,12853549,2009
154749,3729504,890351,6906133,12452886,2009
154837,697090,0,1576091,2273181,2009
154855,1220407,0,1446870,5900045,2009
155007,1533570,0,2386569,4179025,2009
155070,468313,0,1391479,3798307,2009
155089,11580205,0,21068122,34242000,2009
155177,3595471,252048,4448595,10009671,2009
155335,8125769,91,10461213,21752609,2009
155414,3588767,0,6144302,12784640,2009
155496,1014231,0,3206690,5074396,2009
155511,4017481,0,5671737,13284425,2009
155520,10690128,4997,12688331,28084246,2009
155627,8298141,0,22873939,33802449,2009
155812,4130153,808082,6853110,14218685,2009
155900,7605120,0,12034161,23429245,2009
155937,2731832,0,6321346,11809942,2009
155973,3050159,0,6004576,11346018,2009
156189,2303725,0,5000633,11172651,2009
156213,10498767,114615,11276544,27377149,2009
156222,9637468,98998,10752943,22167962,2009
156286,22222864,103725,22639919,51444673,2009
156295,22567296,6216961,27961121,69161495,2009
156356,3679299,0,4722539,10359768,2009
156365,10513354,0,16022916,29333511,2009
156408,17437025,0,20866435,47924914,2009
156417,685322,0,1861415,3895979,2009
156541,8995579,2399627,15194129,33163705,2009
156727,1494375,307034,2186259,7802479,2009
156745,9854934,32500,17825527,37534603,2009
157030,120469,0,264372,1262000,2009
157076,3494320,19268,8083515,14847492,2009
157100,2317332,0,4573520,15431073,2009
157207,762383,0,1826071,3966893,2009
157216,9227977,0,11927568,25671503,2009
157298,2398489,415569,5356329,10407709,2009
157359,3438499,0,8003476,12705799,2009
157377,7689914,0,5561014,15111685,2009
157535,7140560,139606,14130413,23441757,2009
157632,3196798,0,5107872,9481056,2009
157748,11906613,0,12614954,33418563,2009
157757,11795191,74679,11754335,24062431,2009
157809,6576067,0,13592680,31224252,2009
157818,11022966,0,16649872,33318620,2009
157863,5930230,21289,8489282,17253790,2009
158325,718572,0,144679,863251,2009
158334,110629,0,96067,288623,2009
158477,11043320,87862,16979628,31656741,2009
158802,13515608,0,26829451,54354866,2009
159568,8336106,95309,8155394,19675268,2009
159656,40545283,4305242,48519345,109456144,2009
159948,9729149,0,5273158,21862031,2009
160029,1605109,0,1037200,3537235,2009
160065,3154909,0,3198372,12861180,2009
160074,10396226,1388928,9919772,21704926,2009
160409,2111111,0,1047931,3159042,2009
160755,209815000,163337000,114143000,685424000,2009
160904,21726734,7963076,43958854,90660790,2009
160959,3638827,0,4845493,16744008,2009
160968,781139,19752,1108168,2058367,2009
160977,33981350,1142575,39315632,90443632,2009
161004,41758000,2042000,54661000,121979000,2009
161022,1091797,0,1954934,3046731,2009
161059,260845,0,0,260845,2009
161086,34789000,1486000,44743000,101181000,2009
161165,12198464,0,14962710,32320405,2009
161208,1159112,0,890994,2050106,2009
161378,238992,0,0,238992,2009
161457,35667613,5978773,29066623,94633586,2009
161509,4100459,0,4319105,9715250,2009
161518,12850614,0,14982946,30220519,2009
161563,2634133,11709,5587282,10711430,2009
161572,3590435,0,5703242,11462815,2009
161882,2983893,2700358,6652649,14077399,2009
162061,2806150,1978048,5746600,12098632,2009
162210,8468629,2328761,9615336,23384169,2009
162654,27352194,245525,20083518,61099155,2009
162760,14627845,0,18971666,38765775,2009
162928,1277929000,1071504000,477686000,3789862000,2009
163046,56946617,3438186,82346273,166176815,2009
163295,24177755,5233,24114571,60526709,2009
163462,16526789,0,26585483,55893925,2009
163532,2074855,113408,2604448,9446231,2009
163578,16352289,121107,17562301,36331893,2009
163842,2228135,121547,3801926,6589665,2009
163921,3785028,4295236,10211319,26770432,2009
163976,10261510,0,13773981,27789566,2009
164085,2178389,1347257,5375326,9545803,2009
164173,25275852,0,28346311,63087323,2009
164207,1802200,202966,2567691,6242973,2009
164216,17912275,0,23730335,48903881,2009
164243,1488513,472481,2111946,4494792,2009
164270,23878000,130000,24168000,60058000,2009
164447,14758367,0,20214526,44023022,2009
164465,45418171,2443838,67415789,143573658,2009
164474,1993472,0,4992547,7433926,2009
164492,6282652,0,12371640,20005165,2009
164562,20618396,0,25828178,63288523,2009
164571,2955906,0,7264750,12469250,2009
164580,41483626,4104598,64792493,146654901,2009
164614,281725,0,1998612,2280337,2009
164632,7957477,0,13287511,24080672,2009
164720,8399010,0,18367653,31094300,2009
164739,66137000,0,75855000,178380000,2009
164748,71599397,0,52237733,152931925,2009
164872,9123959,104667,12404185,21632811,2009
164915,564377,35000,332699,1509712,2009
164924,226601196,36226870,209695363,620915206,2009
164933,9740992,0,6188937,19379007,2009
164988,730533717,180652965,307558269,1443477130,2009
165015,111665193,44811370,80002111,314260142,2009
165060,1355417,0,1080323,2435740,2009
165167,20024070,0,26509443,46533513,2009
165264,3547027,0,2616233,6163260,2009
165334,35892000,9404000,34598000,91548000,2009
165495,532726,0,168385,737488,2009
165529,23094033,0,28251536,60776400,2009
165574,7162356,0,14071688,28163969,2009
165644,6561822,0,10352918,22635471,2009
165662,38898128,0,50809945,110349302,2009
165671,13336132,0,25332927,50080725,2009
165699,15619486,0,24613201,58605608,2009
165705,1855328,0,4980017,7118440,2009
165802,6946533,0,6300680,15899065,2009
165884,2809446,0,3973499,9730329,2009
165936,16595867,1593289,19516720,52723233,2009
165945,7754795,395374,8677586,20990374,2009
166018,18564317,3969553,20904946,51414883,2009
166027,995853000,624242000,1620729000,3756071000,2009
166045,10463333,0,5062765,16332645,2009
166054,2570098,0,6035896,10334681,2009
166124,50628707,2351764,58786192,142724030,2009
166391,9890981,218360,12830842,34992562,2009
166407,5113339,0,988859,6448307,2009
166452,41095875,818921,45247797,97243689,2009
166489,3642442,0,3480174,7122616,2009
166601,633169,0,1645532,2397127,2009
166656,39339615,476502,31066350,77156118,2009
166683,589481000,1129032000,638226000,2461286000,2009
166717,4340767,0,4673974,9014741,2009
166850,19488356,0,24530985,55134096,2009
166869,11504000,232000,10082000,22111000,2009
166911,2440300,0,4549156,7594887,2009
166939,50360826,3546109,45029472,122745599,2009
166948,10697563,0,15594685,37260908,2009
166984,7587826,0,9586759,18559103,2009
167057,17399649,237811,13080250,31920478,2009
167093,4455587,1792964,7730455,20801862,2009
167181,3816337,0,660189,4476526,2009
167215,8192577,107995,16108820,24409392,2009
167251,4378127,0,7310761,14977525,2009
167260,5578363,21202,15366467,27433144,2009
167297,2300425,6626,1221673,3592259,2009
167358,261529824,70315369,252080523,684169111,2009
167394,6416600,0,10119010,18075710,2009
167455,3268150,0,9084091,16721105,2009
167464,551230,0,2005335,2570298,2009
167598,9971768,0,21110333,34292178,2009
167677,4248083,0,1111076,5359159,2009
167783,55997025,1346400,46548947,116720497,2009
167792,5211268,0,9518922,21434542,2009
167835,76931836,5347955,72675383,191596269,2009
167899,46158204,478476,25796343,93525801,2009
167996,18710982,721127,39358624,76842067,2009
168005,75754944,4413823,115805870,226660860,2009
168148,191930581,122544011,281778308,656212472,2009
168218,79149000,10433000,69309000,193845000,2009
168227,31121864,0,30982579,85886430,2009
168254,27055261,0,41652544,83994051,2009
168281,24040910,0,35077474,72237487,2009
168290,13453540,179374,12948739,31163049,2009
168342,79522547,0,69778952,203833028,2009
168421,62069000,22516000,47728000,149252000,2009
168528,9756866,0,14133061,35061598,2009
168546,18795870,950942,24418494,55555207,2009
168591,11240093,0,13364988,33915208,2009
